Leading protein IDs	Protein name	Gene name	Protein ID	Name	id	MW(kDa)	Coverage_T4T5 (%)	Peptide_count_T4T5	Peptide_ids_T4T5	Evidence_count_T4T5	Evidence_ids_T4T5	Spectral_count_T4T5	Spectrum_ids_T4T5	log10(expression)_original_T4T5	log10(expression)_normalized_T4T5	log10(expression)_imputed_T4T5	log2(ratio)_original_T4T5	log2(ratio)_normalized_T4T5	log2(ratio)_imputed_T4T5	Enriched - T4T5
A4GK78;A4GK84;A4GK86;A4GK94;A4GK96;A4GKA2;A4GKA6;A4GKA8;A4GKB0;A4GKB4;A4GKB6;A7VLR0;F8WKX9;O76858;Q9GSP4;Q9VDC6	Ebony;Ebony;Ebony;Ebony;Ebony;Ebony;Ebony;Ebony;Ebony;Ebony;Ebony;Ebony;Ebony;Ebony protein;Mutant e4 ebony;Ebony	E	A4GK78;A4GK84;A4GK86;A4GK94;A4GK96;A4GKA2;A4GKA6;A4GKA8;A4GKB0;A4GKB4;A4GKB6;A7VLR0;F8WKX9;O76858;Q9GSP4;Q9VDC6;A4GK76;Q8SXA1;A4GK76;Q8SXA1;A4GK76;Q8SXA1;A4GK76;Q8SXA1;A4GK76;Q8SXA1;A4GK76;Q8SXA1;A4GK76;Q8SXA1;A4GK76;Q8SXA1;A4GK76;Q8SXA1;A4GK76;Q8SXA1;A4GK76;Q8SXA1;A4GK76;Q8SXA1;A4GK76;Q8SXA1;A4GK76;Q8SXA1;A4GK76;Q8SXA1;A4GK76;Q8SXA1	A4GK78;A4GK84;A4GK86;A4GK94;A4GK96;A4GKA2;A4GKA6;A4GKA8;A4GKB0;A4GKB4;A4GKB6;A7VLR0;F8WKX9;O76858;Q9GSP4;Q9VDC6	200	98.509	4.6	4	423;989;1181;1216	4	642;1567;1855;1907	4	579;1429;1705;1756	6.70286977890153	6.54635250267928	6.54635250267928	1.81564238600927	0.399230812435934	0.399230812435934	0
A0A0B4LFM0;P41044	Calbindin 53E, isoform B;Calbindin-32	CBP53E	A0A0B4LFM0;P41044	A0A0B4LFM0;CAB32	769	35.717	5.2	1	381	1	574	1	519	6.70222368029401	6.54570640407176	6.54570640407176	#NUM!	#NUM!	4.25396740120743	1
A2RVG6;M9PCH6;Q29R16;Q9VUH1	IP17501p;Omega, isoform H;LP13067p;LD21715p	OME	A2RVG6;M9PCH6;Q29R16;Q9VUH1	A2RVG6;M9PCH6;Q29R16;Q9VUH1	232	116.931	3.2	3	1261;2742;2837	3	1998;4722;4886	3	1853;4469;4619	6.70014101927742	6.54362374305517	6.54362374305517	3.23526274416622	1.81885117059288	1.81885117059288	1
Q9VH77	Mannose-6-phosphate isomerase	MPI	Q9VH77	Q9VH77	655	44.774	2.5	1	2361	1	4035	1	3805	6.70011503099721	6.54359775477496	6.54359775477496	#NUM!	#NUM!	4.26053216598714	1
Q6IKC0	HDC12925	DMEL\CG42394	Q6IKC0	Q6IKC0	522	8.213	14.3	1	1403	1	2295	1	2160	6.69910027314125	6.542582996919	6.542582996919	#NUM!	#NUM!	4.25852021518331	1
A0A0B4LFD2;P29845	Heat shock protein cognate 5, isoform B;Heat shock 70 kDa protein cognate 5	HSC70-5	A0A0B4LFD2;P29845	A0A0B4LFD2;HSP7E	763	74.066	1.7	1	331	1	502	1	456	6.69578802621553	6.53927074999328	6.53927074999328	#NUM!	#NUM!	4.90810599752725	1
Q7KSU6;Q9VHN7	Uncharacterized protein, isoform D;LP07963p	ANON-WO0118547.344	Q7KSU6;Q9VHN7	Q7KSU6;Q9VHN7	464	63.044	1.6	1	1091	1	1734	1	1595	6.69289096313731	6.53637368691506	6.53637368691506	#NUM!	#NUM!	4.08633102782772	1
A0A0B4K6L3;A0A0B4K728;A0A0B4KHP1;A0A0B4LIC0;Q9VEF7;Q9VEF9	Uncharacterized protein, isoform C;Uncharacterized protein, isoform D;Uncharacterized protein, isoform F;Uncharacterized protein, isoform G;Uncharacterized protein, isoform A;Uncharacterized protein, isoform E	CG14318;CG7397	A0A0B4K6L3;A0A0B4K728;A0A0B4KHP1;A0A0B4LIC0;Q9VEF7;Q9VEF9	A0A0B4K6L3;A0A0B4K728;A0A0B4KHP1;A0A0B4LIC0;Q9VEF7;Q9VEF9	559	277.056	0.5	1	1684	1	2782	1	2611	6.69103726436369	6.53451998814144	6.53451998814144	#NUM!	#NUM!	4.95581241309231	1
Q9VE75	V-type proton ATPase subunit a	VHA100-2	Q9VE75	Q9VE75	776	94.849	1.3	1	436	1	662	1	597	6.68821508577863	6.53169780955638	6.53169780955638	#NUM!	#NUM!	4.29941362658924	1
A0A0B4K6F9;A0A0B4KGU9;A9UNH8;Q7KS16;Q8IH66;Q9VC62	Extended synaptotagmin-like protein 2, isoform C;Extended synaptotagmin-like protein 2, isoform D;RE26910p;Extended synaptotagmin-like protein 2, isoform B;GH05251p;Extended synaptotagmin-like protein 2, isoform A	ESYT2	A0A0B4K6F9;A0A0B4KGU9;A9UNH8;Q7KS16;Q8IH66;Q9VC62	A0A0B4K6F9;A0A0B4KGU9;A9UNH8;Q7KS16;Q8IH66;Q9VC62	641	94.852	1.8	1	2260	1	3876	1	3659	6.68755571364415	6.5310384374219	6.5310384374219	#NUM!	#NUM!	4.82445418298953	1
A0A0B4K7B0;A0A0B4K7H8;A0A0B4K7I2;A0A0B4K7I6;A0A0B4K7W3;A0A0B4K7W7;A0A0B4K852;A0A0B4K8A1;A0A0B4K8A2;A0A0B4KEV0;A0A0B4KF04;A0A0C4DHD5;A1ZBN3;D5AEJ9;Q0E914;Q6NND8;Q7JMZ7;Q86P89;Q8IHH3	Smooth, isoform O;Smooth, isoform K;Smooth, isoform T;Smooth, isoform Z;Smooth, isoform L;Smooth, isoform V;Smooth, isoform M;Smooth, isoform U;Smooth, isoform AA;Smooth, isoform AC;Smooth, isoform AB;Smooth, isoform P;FI03683p;MIP20740p;Smooth, isoform G;RE74969p;Smooth protein;GH05823p;AT01055p	SM	A0A0B4K7B0;A0A0B4K7H8;A0A0B4K7I2;A0A0B4K7I6;A0A0B4K7W3;A0A0B4K7W7;A0A0B4K852;A0A0B4K8A1;A0A0B4K8A2;A0A0B4KEV0;A0A0B4KF04;A0A0C4DHD5;A1ZBN3;D5AEJ9;Q0E914;Q6NND8;Q7JMZ7;Q86P89;Q8IHH3	A0A0B4K7B0;A0A0B4K7H8;A0A0B4K7I2;A0A0B4K7I6;A0A0B4K7W3;A0A0B4K7W7;A0A0B4K852;A0A0B4K8A1;A0A0B4K8A2;A0A0B4KEV0;A0A0B4KF04;A0A0C4DHD5;A1ZBN3;D5AEJ9;Q0E914;Q6NND8;Q7JMZ7;Q86P89;Q8IHH3	813	54.016	1.8	1	700	1	1096	1	987	6.68426172292891	6.52774444670666	6.52774444670666	#NUM!	#NUM!	4.55586127256814	1
Q8IA62;Q9VJ11	Calcium load-activated calcium channel;Calcium load-activated calcium channel	ANON-37B-2	Q8IA62;Q9VJ11	Q8IA62;Q9VJ11	423	20.369	13	2	628;2127	2	966;3628	2	874;3438	6.68343430665562	6.52691703043337	6.52691703043337			4.29359151444821	1
E1JHQ1;P20477	Glutamine synthetase;Glutamine synthetase 1, mitochondrial	GS1	E1JHQ1;P20477	E1JHQ1;GLNA1	530	44.396	2	1	1479	1	2436	0		6.68311911432928	6.52660183810703	6.52660183810703	-0.268470767003492	-1.68488234057683	-1.68488234057683	0
Q9VA37;Q9VA37-2	Protein dj-1beta;Protein dj-1beta, Isoform 2	DJ-1BETA	Q9VA37;Q9VA37-2	DJ1B;DJ1B	410	19.25	13.4	2	519;1128	2	805;1783	2	726;1642	6.68276763035035	6.5262503541281	6.5262503541281			3.90076203103378	1
D2NUE2;D2NUF0;M9NE05;M9NEJ8;M9NGD9;M9PGA2;Q0E8B8;Q24273;Q9VNP2	MIP14196p;MIP14396p (Fragment);Neuromusculin, isoform E;FI21256p1;Neuromusculin, isoform H;Neuromusculin, isoform I;Neuromusculin, isoform B;Neuromusculin;Neuromusculin, isoform A	NRM;NRM-RA;NRM-RB	D2NUE2;D2NUF0;M9NE05;M9NEJ8;M9NGD9;M9PGA2;Q0E8B8;Q24273;Q9VNP2	D2NUE2;D2NUF0;M9NE05;M9NEJ8;M9NGD9;M9PGA2;Q0E8B8;Q24273;Q9VNP2	791	122.954	1.1	1	530	1	821	1	741	6.67824515192704	6.52172787570479	6.52172787570479	#NUM!	#NUM!	4.62446078425851	1
Q7KTX4	AT08232p	CG12982	Q7KTX4	Q7KTX4	581	124.178	0.7	1	1839	1	3021	1	2812	6.67823604139553	6.52171876517328	6.52171876517328	#NUM!	#NUM!	4.35701938734959	1
Q8MS26;Q9VBZ8	ER membrane protein complex subunit 6;ER membrane protein complex subunit 6	EMC6	Q8MS26;Q9VBZ8	Q8MS26;Q9VBZ8	674	12.73	11.5	1	2507	1	4327	1	4091	6.67604396801978	6.51952669179753	6.51952669179753	2.7116679954192	1.29525642184586	1.29525642184586	1
Q9VUN0	Toll-like receptor 6	TOLL-6	Q9VUN0	TOLL6	560	170.158	0.9	1	1689	1	2788	1	2616	6.67326057891409	6.51674330269184	6.51674330269184	#NUM!	#NUM!	4.63537300976097	1
P16395;P16395-2	Muscarinic acetylcholine receptor DM1;Muscarinic acetylcholine receptor DM1, Isoform A	MACHR-A	P16395;P16395-2	ACM1;ACM1	668	86.623	1.6	1	2437	1	4210	1	3983	6.67144130002308	6.51492402380083	6.51492402380083	#NUM!	#NUM!	3.85367734293381	1
CON__Q7Z794	Keratin, type II cytoskeletal 1b	KRT77	CON__Q7Z794;CON__Q6IFZ6	K2C1B	872	61.901	12.6	7	835;1670;1712;2603;2726;3044;3114	9	1315;1316;2759;2840;4480;4702;5243;5244;5347	7	1198;1199;2590;4237;4972;4973;5074	6.668703842365	6.51218656614275	6.51218656614275	-0.996542544519408	-2.41295411809274	-2.41295411809274	0
A1ZB92;A1ZB93;Q0E930;Q6AWF2;Q9U4H2	Uncharacterized protein, isoform D;Uncharacterized protein, isoform A;Uncharacterized protein, isoform B;AT26369p;BcDNA.GH04922	BCDNA.GH04922;BCDNA:GH04922	A1ZB92;A1ZB93;Q0E930;Q6AWF2;Q9U4H2	A1ZB92;A1ZB93;Q0E930;Q6AWF2;Q9U4H2	826	190.915	0.7	1	783	1	1231	1	1117	6.6685815847106	6.51206430848835	6.51206430848835	#NUM!	#NUM!	4.06391304110904	1
Q9VI53	LD44267p	DMEL\CG1105	Q9VI53	Q9VI53	500	46.007	2.1	1	1304	1	2129	1	2017	6.66835795691777	6.51184068069552	6.51184068069552	#NUM!	#NUM!	4.11757182597414	1
A0A0B4KGV7;Q9VCG3	Uncharacterized protein, isoform B;Putative OPA3-like protein CG13603	CG13601;DMEL\CG13601	A0A0B4KGV7;Q9VCG3	A0A0B4KGV7;OPA32	718	31.118	3.2	1	2808	1	4834	1	4571	6.66835795691777	6.51184068069552	6.51184068069552	#NUM!	#NUM!	4.26562922466907	1
Q9VBU5	LD07939p	DMEL\CG10425	Q9VBU5	Q9VBU5	649	36.57	3.9	1	2325	1	3971	1	3748	6.66595602945396	6.50943875323171	6.50943875323171	#NUM!	#NUM!	3.95293011453829	1
A0A0B4LI86;P08266	DNA-directed RNA polymerase subunit beta;DNA-directed RNA polymerase II subunit RPB2	RPII140	A0A0B4LI86;P08266	A0A0B4LI86;RPB2	603	134.043	1.2	1	2000	1	3404	1	3229	6.66403052494722	6.50751324872497	6.50751324872497	#NUM!	#NUM!	4.15046926210412	1
A0A0B4LHJ6;A0A6M3Q7U3;P51905	Transporter;Transporter;Sodium-dependent serotonin transporter	SERT	A0A0B4LHJ6;A0A6M3Q7U3;P51905	A0A0B4LHJ6;A0A6M3Q7U3;SC6A4	642	69.326	2.4	1	2295	1	3928	1	3705	6.66141510996862	6.50489783374637	6.50489783374637	#NUM!	#NUM!	4.9325482715129	1
E0R906	RT09811p (Fragment)	BEAT-VII-RD	E0R906	E0R906	754	28.485	4.7	1	31	1	3735	1	3529	6.65760077044664	6.50108349422439	6.50108349422439	#NUM!	#NUM!	4.47193355475138	1
D0IQG9;Q7K571;Q7KUW2;Q9VWV2;Q9VWV4;Q9VWV5	GM12308p;GH10029p;RH50433p;Uncharacterized protein, isoform D;GH28326p;Uncharacterized protein, isoform G	24643014;45555989;CG32549-RA;CG6247	D0IQG9;Q7K571;Q7KUW2;Q9VWV2;Q9VWV4;Q9VWV5	D0IQG9;Q7K571;Q7KUW2;Q9VWV2;Q9VWV4;Q9VWV5	698	81.575	1.5	1	2662	1	4578	1	4327	6.65637613822321	6.49985886200096	6.49985886200096	#NUM!	#NUM!	5.10640001733547	1
Q9VKZ8	Ubiquitin carboxyl-terminal hydrolase	USP14	Q9VKZ8	Q9VKZ8	768	53.707	2.3	1	374	1	567	1	512	6.65328006544087	6.49676278921862	6.49676278921862	#NUM!	#NUM!	4.71707067946536	1
M9NCS8;P33438	Glutactin, isoform D;Glutactin	GLT	M9NCS8;P33438	M9NCS8;GLT	789	118.749	1	1	511	1	793	1	716	6.65220764934827	6.49569037312602	6.49569037312602	#NUM!	#NUM!	4.08638413764165	1
Q9V9R2	Cullin 2, isoform A	CUL2	Q9V9R2	Q9V9R2	548	87.373	1.9	1	1599	1	2645	1	2488	6.65115197275769	6.49463469653544	6.49463469653544	#NUM!	#NUM!	3.97741319808209	1
Q1EHJ2;Q9VL22	BCS1-like protein (Fragment);BCS1-like protein	CG4908;DMEL\CG4908	Q1EHJ2;Q9VL22	Q1EHJ2;Q9VL22	627	49.325	2.3	1	2143	1	3664	1	3467	6.64880871272935	6.4922914365071	6.4922914365071	#NUM!	#NUM!	3.11633992871821	1
A8JUW5;Q8I877;R9PY25	Narrow abdomen, isoform F;Alpha1U protein;Narrow abdomen, isoform G	NA	A8JUW5;Q8I877;R9PY25	A8JUW5;Q8I877;R9PY25	839	247.134	0.5	1	833	1	1311	1	1194	6.64747099385885	6.4909537176366	6.4909537176366	#NUM!	#NUM!	4.11173752425999	1
Q9VQX6	LP05054p	DMEL\CG3702	Q9VQX6	Q9VQX6	367	73.6	2.7	2	220;2024	2	307;3451	2	281;3275	6.64621742001107	6.48970014378882	6.48970014378882			4.01022261592266	1
M9PCE0;Q01604	Phosphoglycerate kinase;Phosphoglycerate kinase	PGK	M9PCE0;Q01604	M9PCE0;PGK	780	43.862	3.4	1	455	1	691	1	623	6.64546157023884	6.48894429401659	6.48894429401659	0.630484064014327	-0.785927509559006	-0.785927509559006	0
Q9VIM5;X2JAI2	Actin-related protein 2/3 complex subunit 2;Arp2/3 complex 34 kDa subunit	ARPC2	Q9VIM5;X2JAI2	ARPC2;X2JAI2	366	35.104	8.6	2	2161;3055	2	3695;5265	1	4993	6.64398534745997	6.48746807123772	6.48746807123772	-5.06686223498152	-6.48327380855486	-6.48327380855486	0
Q9I7T5;Q9VZL1	Mitochondrial import receptor subunit TOM22 homolog;Mitochondrial import receptor subunit TOM22 homolog	MGE	Q9I7T5;Q9VZL1	Q9I7T5;Q9VZL1	583	13.409	9.8	1	1859	1	3182	1	3028	6.6395064105769	6.48298913435465	6.48298913435465	#NUM!	#NUM!	4.05306757043788	1
G4LU30;M9NGR8;P33085;P33085-2;P33085-4;P33085-5;P33085-6	Innexin;Innexin;Innexin shaking-B;Innexin shaking-B, Isoform Neural;Innexin shaking-B, Isoform D;Innexin shaking-B, Isoform F;Innexin shaking-B, Isoform E	SHAKB;SHAKB-RD	G4LU30;M9NGR8;P33085;P33085-2;P33085-4;P33085-5;P33085-6	G4LU30;M9NGR8;SHAKB;SHAKB;SHAKB;SHAKB;SHAKB	790	44.782	2.4	1	525	1	814	1	735	6.63837942147368	6.48186214525143	6.48186214525143	#NUM!	#NUM!	4.25574383270011	1
M9PDM4;Q9U1K8;Q9W4X4	Phosphatidylinositol 4-kinase III alpha, isoform D;EG:BACR7C10.2 protein;Phosphatidylinositol 4-kinase III alpha, isoform C	PI4KIIIALPHA	M9PDM4;Q9U1K8;Q9W4X4;Q8MYR7;Q8MYR7;Q8MYR7	M9PDM4;Q9U1K8;Q9W4X4	398	242.034	1.1	2	369;2376	2	562;4058	2	507;3825	6.63593590144389	6.47941862522164	6.47941862522164			4.08685666192542	1
M9NCR7;M9ND31;M9NE92;Q9VMP9	Glucosamine-6-phosphate isomerase;Glucosamine-6-phosphate isomerase;Glucosamine-6-phosphate isomerase;Glucosamine-6-phosphate isomerase	OSCILLIN	M9NCR7;M9ND31;M9NE92;Q9VMP9	M9NCR7;M9ND31;M9NE92;GNPI	462	29.995	2.6	1	1086	1	1719	1	1574	6.6324167966388	6.47589952041656	6.47589952041656	#NUM!	#NUM!	4.50942080957266	1
Q8IQV9;Q8IQV9-2	Nuclear pore complex protein Nup205;Nuclear pore complex protein Nup205, Isoform A	NUP205	Q8IQV9;Q8IQV9-2	NU205;NU205	835	235.147	0.7	1	827	1	1303	1	1187	6.62964401406878	6.47312673784653	6.47312673784653	#NUM!	#NUM!	4.69619002532413	1
A0A0B4J3Z9;A0A0B4KGW0;Q8IMX7;Q8IMX7-2	Mitochondrial Rho GTPase;Mitochondrial Rho GTPase;Mitochondrial Rho GTPase;Mitochondrial Rho GTPase, Isoform B	MIRO	A0A0B4J3Z9;A0A0B4KGW0;Q8IMX7;Q8IMX7-2	A0A0B4J3Z9;A0A0B4KGW0;MIRO;MIRO	493	75.425	1.7	1	1253	1	1985	1	1841	6.62928724539522	6.47276996917297	6.47276996917297	#NUM!	#NUM!	4.21669989560456	1
P28285;Q5MUP3;T2FFR0	5-hydroxytryptamine receptor 2A;5-HT1A (Fragment);FI21522p1	;5-HT1A;5-HT1A-RB	P28285;Q5MUP3;T2FFR0	5HT2A;Q5MUP3;T2FFR0	701	89.521	1.3	1	2672	1	4596	1	4344	6.6262376851469	6.46972040892465	6.46972040892465	#NUM!	#NUM!	4.60843010894184	1
Q9VJ75	GH08340p	DMEL\CG10413	Q9VJ75	Q9VJ75	483	104.247	1	1	120	1	139	1	126	6.62463269092047	6.46811541469822	6.46811541469822	#NUM!	#NUM!	5.15456217535581	1
Q7KN62	Transitional endoplasmic reticulum ATPase TER94	TER94;TER94-RC	Q7KN62;A0A0B4LFZ4;D0IQG4;Q7KN62-2;Q7KN62-3	TERA	421	88.859	2.7	2	623;927	2	958;1468	2	865;1345	6.62341470440939	6.46689742818714	6.46689742818714	2.75551011473457	1.33909854116124	1.33909854116124	1
Q8MRM6	GH15213p	DMEL\CG12065	Q8MRM6;A0A6H2EDG9;Q9W3D6	Q8MRM6	382	71.178	4.7	2	2470;3124	2	4269;5361	2	4042;5086	6.62326997059513	6.46675269437288	6.46675269437288			3.99226974155417	1
A0A6F7UQK0;B7YZW8;E1JHJ9;E1JHK0;M9PG37;Q7KT48;Q9VJE5;Q9VJE5-2;Q9VJE5-3	Cytoplasmic linker protein 190, isoform W;Cytoplasmic linker protein 190, isoform S;Cytoplasmic linker protein 190, isoform M;Cytoplasmic linker protein 190, isoform N;Cytoplasmic linker protein 190, isoform R;Cytoplasmic linker protein 190, isoform P;Restin homolog;Restin homolog, Isoform B;Restin homolog, Isoform C	CLIP-190	A0A6F7UQK0;B7YZW8;E1JHJ9;E1JHK0;M9PG37;Q7KT48;Q9VJE5;Q9VJE5-2;Q9VJE5-3	A0A6F7UQK0;B7YZW8;E1JHJ9;E1JHK0;M9PG37;Q7KT48;CL190;CL190;CL190	524	200.859	0.7	1	1434	1	2366	1	2224	6.62236947049474	6.46585219427249	6.46585219427249	#NUM!	#NUM!	4.11381562072598	1
A0A024E3A5;Q86NN5	FI24283p1;GM13757p	CG6020-RA;ND-39	A0A024E3A5;Q86NN5	A0A024E3A5;Q86NN5	834	46.856	3.4	1	825	1	1301	1	1185	6.62019853889328	6.46368126267103	6.46368126267103	#NUM!	#NUM!	4.04048770755362	1
A0A1B2AIV7;P55841;Q5BIL1;Q5U0W4	60S ribosomal protein L14 (Fragment);60S ribosomal protein L14;60S ribosomal protein L14 (Fragment);60S ribosomal protein L14 (Fragment)	;RPL14	A0A1B2AIV7;P55841;Q5BIL1;Q5U0W4	A0A1B2AIV7;RL14;Q5BIL1;Q5U0W4	729	19.174	7.2	1	2866	1	4925	0		6.61715766569494	6.46064038947269	6.46064038947269	0.891363974293037	-0.525047599280297	-0.525047599280297	0
A0A6J3SW69;Q5BIG2	Uncharacterized protein, isoform G;RE53262p	CG6024;DMEL\CG6024	A0A6J3SW69;Q5BIG2	A0A6J3SW69;Q5BIG2	307	46.977	4.9	2	1149;1997	2	1811;3401	2	1669;3226	6.61498153687252	6.45846426065027	6.45846426065027			4.43902643407737	1
Q7JWF1	Electron transfer flavoprotein-ubiquinone oxidoreductase	ETF-QO	Q7JWF1	Q7JWF1	856	65.988	1.8	1	956	1	1512	1	1383	6.61395804085721	6.45744076463496	6.45744076463496	#NUM!	#NUM!	4.31737539444468	1
A4V449;Q6NP42;Q94511	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial;NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (Fragment);NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	ND-75;ND75	A4V449;Q6NP42;Q94511;Q8MM97;Q8MM97;Q8MM97	A4V449;Q6NP42;NDUS1	370	78.63	5.1	2	227;2069	2	316;3523	2	289;3349	6.60790516930862	6.45138789308637	6.45138789308637	1.17311879131091	-0.243292782262423	-0.243292782262423	0
P25162	Acetylcholine receptor subunit beta-like 2	NACHRBETA2;NACRBETA-96A-RB	P25162;H5V857;P25162-2	ACH4	407	60.14	4	2	485;1719	2	750;2849	2	682;2672	6.60677892803235	6.4502616518101	6.4502616518101	2.37262870950409	0.956217135930757	0.956217135930757	0
M9NDD2;Q9VW60	Adenylate cyclase;Adenylate cyclase type 2	AC76E	M9NDD2;Q9VW60	M9NDD2;ADCY2	608	143.365	0.7	1	2039	1	3477	1	3310	6.60366391547776	6.44714663925551	6.44714663925551	#NUM!	#NUM!	3.98126835023187	1
B5RJT1;C7LAE2;D3PFE8;Q86P55;Q8IGR1;Q8INH5;Q8INH6;Q95S62;Q9VFW7	FI04417p (Fragment);LP20836p;Aminopeptidase (Fragment);RE62048p (Fragment);Aminopeptidase (Fragment);Aminopeptidase;FI18373p1;GM08240p;Uncharacterized protein, isoform A	CG11688;CG32473-RA;CG32473-RB;CG32473-RC;CG8775	B5RJT1;C7LAE2;D3PFE8;Q86P55;Q8IGR1;Q8INH5;Q8INH6;Q95S62;Q9VFW7	B5RJT1;C7LAE2;D3PFE8;Q86P55;Q8IGR1;Q8INH5;Q8INH6;Q95S62;Q9VFW7	551	115.823	0.8	1	1617	1	2676	1	2522	6.60289520457055	6.4463779283483	6.4463779283483	#NUM!	#NUM!	5.12314153891165	1
Q9W316	Carbonic anhydrase-related protein B, isoform A	CARPB	Q9W316	Q9W316	630	37.182	3.1	1	2189	1	3750	1	3543	6.60270010372185	6.4461828274996	6.4461828274996	#NUM!	#NUM!	3.74958794217681	1
M9PC99;Q9VQ94	Secretory 24CD, isoform C;LP05220p	SEC24CD	M9PC99;Q9VQ94	M9PC99;Q9VQ94	553	133.641	1.3	1	1620	1	2680	1	2525	6.59872486535705	6.4422075891348	6.4422075891348	#NUM!	#NUM!	4.87049469032667	1
C4XVE5;E2QCY2;M9PCX4;Q95R88;Q960G4;Q9VVT8	MIP09393p;FI16836p1;Uncharacterized protein, isoform E;SD01152p;SD02971p;LD09909p	ACSL1;CG3961;CG3961-RC	C4XVE5;E2QCY2;M9PCX4;Q95R88;Q960G4;Q9VVT8	C4XVE5;E2QCY2;M9PCX4;Q95R88;Q960G4;Q9VVT8	498	61.835	2	1	1298	1	2120	1	2010	6.596509128342	6.43999185211975	6.43999185211975	#NUM!	#NUM!	4.01809861418851	1
A1Z9M2;F0JAH0;Q8T9H5	Receptor expression-enhancing protein;Receptor expression-enhancing protein (Fragment);Receptor expression-enhancing protein	CG8331-RD;REEPB	A1Z9M2;F0JAH0;Q8T9H5	A1Z9M2;F0JAH0;Q8T9H5	712	20.314	4.5	1	2760	1	4757	1	4498	6.59626712639552	6.43974985017327	6.43974985017327	#NUM!	#NUM!	3.88121010334646	1
Q7JR58	Enoyl-CoA hydratase, short chain 1, isoform A	ECHS1	Q7JR58	Q7JR58	742	31.582	4.4	1	2989	1	5124	1	4837	6.5959258946062	6.43940861838395	6.43940861838395	1.04250460698492	-0.373906966588414	-0.373906966588414	0
M9PFP1;P17971;P17971-1	Shaker cognate l, isoform C;Potassium voltage-gated channel protein Shal;Potassium voltage-gated channel protein Shal, Isoform A	SHAL	M9PFP1;P17971;P17971-1	M9PFP1;KCNAL;KCNAL	756	59.078	2.1	1	3111	1	5343	1	5070	6.59439255037543	6.43787527415318	6.43787527415318	#NUM!	#NUM!	3.590079542673	1
Q9W3N9	LD24105p	154229_AT	Q9W3N9	Q9W3N9	470	43.47	2.7	1	1132	1	1789	1	1648	6.59145418370071	6.43493690747846	6.43493690747846	#NUM!	#NUM!	4.09514910854543	1
A0A0C4DHA8;A0A0C4DHE0;A8JQV2;A8JQV3;Q86PA0	Nuclear protein MDM1;Nuclear protein MDM1;Nuclear protein MDM1;Nuclear protein MDM1;Nuclear protein MDM1	DMEL\CG17816	A0A0C4DHA8;A0A0C4DHE0;A8JQV2;A8JQV3;Q86PA0	A0A0C4DHA8;A0A0C4DHE0;A8JQV2;A8JQV3;Q86PA0	695	75.572	2.5	1	2618	1	4509	1	4261	6.58943573583973	6.43291845961748	6.43291845961748	#NUM!	#NUM!	4.10998802487638	1
A0A0B4KFD1;A1Z7C4	LDL receptor protein 1, isoform F;LDL receptor protein 1, isoform G	LRP1	A0A0B4KFD1;A1Z7C4	A0A0B4KFD1;A1Z7C4	740	530.554	0.2	1	2983	1	5117	1	4831	6.58861900352769	6.43210172730544	6.43210172730544	#NUM!	#NUM!	3.82761720308932	1
Q7KLW5;Q7KN94	LD07532p (Fragment);Electron transfer flavoprotein subunit alpha	WAL	Q7KLW5;Q7KN94	Q7KLW5;Q7KN94	322	35.29	7.4	2	1450;2537	2	2391;4374	2	2246;4139	6.58644101505516	6.42992373883291	6.42992373883291	3.91207737444694	2.49566580087361	2.49566580087361	1
A8DYW5;B5RIF8;B7Z029;D5SHT8;M9PB53;Q5U1C5;Q8IPJ4;Q9U624;Q9VM99	Sodium/hydrogen exchanger;Sodium/hydrogen exchanger;Sodium/hydrogen exchanger;Sodium/hydrogen exchanger;Sodium/hydrogen exchanger;Sodium/hydrogen exchanger;Sodium/hydrogen exchanger;Sodium/hydrogen exchanger;Sodium/hydrogen exchanger	NHE3	A8DYW5;B5RIF8;B7Z029;D5SHT8;M9PB53;Q5U1C5;Q8IPJ4;Q9U624;Q9VM99	A8DYW5;B5RIF8;B7Z029;D5SHT8;M9PB53;Q5U1C5;Q8IPJ4;Q9U624;Q9VM99	552	76.909	2.3	1	1619	1	2678	1	2524	6.58595678265427	6.42943950643202	6.42943950643202	1.76140093614643	0.344989362573095	0.344989362573095	0
P22769	Proteasome subunit alpha type-7-1	PROSALPHA4	P22769	PSA71	335	27.973	10.4	2	1648;1817	2	2727;3007	2	2564;2802	6.58588917239774	6.42937189617549	6.42937189617549	1.12344121448533	-0.292970359088003	-0.292970359088003	0
A9UNC0;Q95R68;Q9VZ04	RE03215p;SD04273p;Glucosidase 1, isoform B	CG1597;GCS1	A9UNC0;Q95R68;Q9VZ04	A9UNC0;Q95R68;Q9VZ04	472	100.622	0.8	1	1140	1	1801	1	1658	6.58417285896722	6.42765558274497	6.42765558274497	#NUM!	#NUM!	3.96243037000233	1
